,pdb,ff,xray_0,r_free_0,rmsd_avg_0,weight_0_0,weight_0_1
0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_980/pdbs/146.pdb,7148.687537961701,5.024492239467383,0.0897158750590651,0.5483280369379406,0.9512469321546064,0.0487530678453936
1,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_334/pdbs/171.pdb,7195.147669907899,5.056429694194235,0.106875376240971,0.6449151316340356,0.9534118175957564,0.0465881824042434
2,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_251/pdbs/211.pdb,7575.434545433267,5.053491509513615,0.1104955279613295,0.8266459993827612,0.0495741846585112,0.9504258153414888
3,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_487/pdbs/236.pdb,7376.363876217185,5.045761834753283,0.0982612814537763,0.7845356714985531,0.04974176015354,0.95025823984646
4,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_243/pdbs/157.pdb,7361.542839204716,5.040615598791075,0.1054874887497508,0.6753309452067404,0.9540636874948576,0.0459363125051424
5,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_513/pdbs/171.pdb,6786.908484848972,5.070535001004527,0.1078046763962097,0.2559682586121399,0.0753363219803521,0.924663678019648
6,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_698/pdbs/192.pdb,6491.403005003172,5.120967477399697,0.1126706800578911,0.1793602426325645,0.8428213157011881,0.1571786842988119
7,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_253/pdbs/169.pdb,7147.602981300841,5.046787574170468,0.1055665101828061,0.5822847626381249,0.947210297022196,0.0527897029778039
8,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_721/pdbs/190.pdb,7265.002569612625,5.1716204778330646,0.1160302658079403,0.599328811882357,0.9493191952890656,0.0506808047109342
9,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_429/pdbs/141.pdb,7107.960611464344,5.038967005937522,0.1009776783800738,0.5669804208891062,0.9497397062178912,0.0502602937821087
10,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_790/pdbs/188.pdb,7243.545832762339,5.063603759367835,0.1087055577857541,0.6353615364264276,0.9497327932246008,0.0502672067753992
11,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_689/pdbs/180.pdb,7429.95254868405,6.02264635428608,0.317551699072132,0.7456834765412957,0.9503027637225838,0.0496972362774162
12,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_873/pdbs/166.pdb,6267.639032240103,5.192862158986049,0.1104214471737648,0.0986883724751417,0.5821861981871566,0.4178138018128434
13,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_411/pdbs/247.pdb,7175.307343720271,5.061805735721181,0.1087824877384455,0.6560984897941166,0.0519422591465441,0.9480577408534558
14,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_650/pdbs/146.pdb,7139.4424560329935,5.050175864659519,0.1131190666484577,0.431719376202916,0.0498362551623527,0.9501637448376472
15,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_891/pdbs/155.pdb,7093.680677448916,5.047927150776045,0.1075631889352724,0.4764298560076548,0.9512692171126298,0.0487307828873701
16,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_620/pdbs/155.pdb,7081.805013252015,5.046088331389111,0.1177278130929374,0.513397999889555,0.05189756010053,0.94810243989947
17,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_577/pdbs/130.pdb,7078.454758317755,5.126032623077594,0.1149694686494001,0.4648526532934856,0.0599220636291648,0.9400779363708353
18,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_425/pdbs/176.pdb,7303.907491553437,5.03007177203199,0.1022980587222485,0.5735825930000894,0.9538854095860676,0.0461145904139322
19,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_985/pdbs/236.pdb,7417.501494622983,5.059618508063278,0.1090394490350546,0.7293871188918093,0.9504875210812996,0.0495124789187001
20,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_501/pdbs/133.pdb,7101.446477308636,5.045783427530591,0.1043854838359681,0.5817728879617133,0.950505467784652,0.0494945322153481
21,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_489/pdbs/169.pdb,7356.163407591323,5.051701917533542,0.1074003830378114,0.5876115684703372,0.0499739003662477,0.9500260996337522
22,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_320/pdbs/211.pdb,7237.949231315316,5.042093084389042,0.1043864716447632,0.6190618596072917,0.0497845166641919,0.950215483335808
23,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_656/pdbs/252.pdb,7469.15707939242,5.038699965614676,0.1002592335816851,0.8273828483236508,0.9534143222104984,0.0465856777895014
24,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_50/pdbs/151.pdb,7205.281470884794,5.026396479578513,0.1023719607242027,0.5361530912932959,0.950436141632478,0.0495638583675218
25,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_812/pdbs/142.pdb,6504.085432288568,5.135446262982418,0.1139258778464945,0.1695212293444245,0.8275374368721696,0.1724625631278303
26,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_558/pdbs/181.pdb,7288.293039012499,5.051876441794388,0.1003414305898877,0.5863583959085263,0.9499927597979616,0.0500072402020382
27,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_236/pdbs/164.pdb,7071.416790720439,5.05194450235143,0.1097253075856787,0.3060988247203832,0.0656551169103503,0.9343448830896496
28,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_828/pdbs/170.pdb,7101.482478163831,5.065718123327552,0.1107154099932694,0.508766261669218,0.0541457849621149,0.945854215037885
29,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_24/pdbs/111.pdb,7269.392596189997,5.063198868111283,0.0974909051449979,0.5935612956870467,0.9492070158523276,0.0507929841476722
30,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_307/pdbs/292.pdb,7352.270123404628,5.049152902215716,0.0996012509071139,0.8193355204130771,0.9552589993077276,0.0447410006922724
31,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_753/pdbs/191.pdb,6314.714508703737,5.236490474229856,0.1202665128762887,0.0972782097645881,0.5659407975348199,0.4340592024651801
