,ff,rmsd_0,w_0_0,w_0_1,pdb
0,-76.8202875809834,0.429148307797074,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/2/output_432/pdbs/13.pdb
1,619.645940706261,0.2787005448662780,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/9/output_463/pdbs/3.pdb
2,26.067973239394600,0.3933148441022200,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/6/output_68/pdbs/8.pdb
3,-108.56792369807200,0.4731503477099530,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/5/output_15/pdbs/19.pdb
4,-98.27802119153650,0.4780379653332760,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/6/output_691/pdbs/17.pdb
5,-22.79847911754660,0.352383225666331,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/9/output_867/pdbs/9.pdb
6,-28.29317306181720,0.4059763214944440,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/3/output_700/pdbs/10.pdb
7,508.7187373859650,0.3660424351553770,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/6/output_417/pdbs/3.pdb
8,-84.21514107673990,0.3869663797279180,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/9/output_97/pdbs/12.pdb
9,-97.21378061330920,0.4374674586139280,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/5/output_861/pdbs/16.pdb
10,-69.36303965308590,0.3743378726403330,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/9/output_258/pdbs/11.pdb
11,-49.84127245221250,0.4131068653051730,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/3/output_34/pdbs/11.pdb
12,-116.91854049614500,0.4459204508876780,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/9/output_660/pdbs/16.pdb
13,188.30577989123400,0.362436024843047,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/0/output_233/pdbs/5.pdb
14,124.2859332967550,0.3539772172940720,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/7/output_630/pdbs/6.pdb
15,-102.05248542765800,0.4870050180816540,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/2/output_210/pdbs/18.pdb
16,-65.68494417835220,0.4432199549118890,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/7/output_38/pdbs/15.pdb
17,29.306822676938700,0.3712276298649740,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/1/output_419/pdbs/9.pdb
18,-89.56832785951290,0.4181841673361520,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/4/output_253/pdbs/14.pdb
19,1542.8415016906400,0.351852149243465,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/0/output_872/pdbs/1.pdb
20,-101.07547087617100,0.4878045834208250,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/2/output_829/pdbs/18.pdb
21,487.8227199712770,0.3519879257247010,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/2/output_609/pdbs/3.pdb
22,-62.77636594661200,0.4158908553816350,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/6/output_545/pdbs/11.pdb
23,1489.359198974510,0.3623652481244580,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/6/output_299/pdbs/1.pdb
24,199.359440916154,0.3767766081972990,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/6/output_140/pdbs/5.pdb
25,-95.215584527773,0.4292730192624130,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/4/output_255/pdbs/15.pdb
26,297.2633731141530,0.3482334496133010,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/8/output_982/pdbs/4.pdb
27,-96.04492628471510,0.4663840039015980,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/6/output_211/pdbs/16.pdb
28,-96.0711706433658,0.4986895291121090,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/8/output_491/pdbs/19.pdb
29,51.230442687425500,0.3311041344173250,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/9/output_648/pdbs/7.pdb
30,321.7514751346960,0.3710485717556500,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/3/output_471/pdbs/4.pdb
31,-46.238197061529900,0.3872262710625980,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/4/output_103/pdbs/11.pdb
32,-110.21598842163300,0.4958693410388780,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/5/output_273/pdbs/21.pdb
33,25.203599377987300,0.3658311778261070,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/4/output_348/pdbs/8.pdb
34,-48.57068163758230,0.3867683884444650,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/4/output_965/pdbs/11.pdb
35,-4.858950597294550,0.3728965955812320,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/4/output_577/pdbs/9.pdb
36,-98.73435515179930,0.4471762670805010,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/6/output_249/pdbs/14.pdb
37,-73.61007228178530,0.4641394762530160,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/1/output_427/pdbs/15.pdb
38,-26.64490637701030,0.4020149023010130,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/0/output_967/pdbs/11.pdb
39,872.2540114835490,0.3510083792206820,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/0/output_74/pdbs/2.pdb
40,403.1361828445620,0.3005508490431400,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/5/output_124/pdbs/4.pdb
41,-112.53102206881000,0.4968966333016290,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/4/output_93/pdbs/20.pdb
42,24.745485552448800,0.365365650143334,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/4/output_746/pdbs/8.pdb
43,-52.9788672972054,0.3634105794554660,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/9/output_713/pdbs/10.pdb
44,-77.90278152256020,0.4051543678255250,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/5/output_988/pdbs/13.pdb
45,-91.86400564913630,0.4880173731619920,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/7/output_316/pdbs/19.pdb
46,-86.75527864941,0.3863233737766190,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/9/output_395/pdbs/12.pdb
47,1494.8175519131900,0.3406708791587970,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/2/output_84/pdbs/1.pdb
48,-64.21187209633260,0.3971757990059980,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/4/output_295/pdbs/12.pdb
49,195.3817097163670,0.3084741406627070,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/9/output_674/pdbs/5.pdb
50,-95.3128417492362,0.4292651034361170,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/4/output_4/pdbs/15.pdb
51,-90.99644922774660,0.4892841208210270,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/7/output_664/pdbs/19.pdb
52,93.15487452337290,0.3595030300257630,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/8/output_55/pdbs/6.pdb
53,121.52251644062500,0.3821892508923340,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/6/output_79/pdbs/6.pdb
54,-86.00568812446520,0.4960592188196910,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/1/output_715/pdbs/17.pdb
55,64.39359236662560,0.3338029152128970,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/5/output_700/pdbs/7.pdb
56,-25.794191156176600,0.4016511757369100,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/0/output_637/pdbs/11.pdb
57,822.8683151060680,0.3619788805233930,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/6/output_768/pdbs/2.pdb
58,-41.47530023039670,0.3668036850315090,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/5/output_899/pdbs/10.pdb
59,69.15517990580290,0.3752139938929700,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/0/output_166/pdbs/7.pdb
60,682.4691196353400,0.2838066245298510,1.0,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/122_native_decoys_1_state/5/output_355/pdbs/3.pdb
