,pdb,ff,xray_0,r_free_0,rmsd_avg_0
0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_202/pdbs/902.pdb,282.8083365424777,4.29181297622897,0.141715778061979,0.0546438196406988
1,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_65/pdbs/736.pdb,369.3051079329747,4.280960322861071,0.1329268613484587,0.0527696910331844
2,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_399/pdbs/808.pdb,266.5067935880945,4.268827842579352,0.1315013978741681,0.048472803818695
3,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_405/pdbs/804.pdb,356.1156022724424,4.285047585975812,0.1343684646032344,0.054437673005169
4,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_184/pdbs/1234.pdb,368.3561088979345,4.285541663632962,0.1388163991542804,0.0539730509008
5,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_215/pdbs/729.pdb,379.8926304384913,4.2885324362315504,0.1370561905298518,0.0537266651006964
6,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_101/pdbs/1322.pdb,277.62358353543425,4.03924785223558,0.1047262239588168,0.0489862068775536
7,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_357/pdbs/863.pdb,262.1611392128892,4.064643745075235,0.1039827728914313,0.0513875694036509
8,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_412/pdbs/747.pdb,273.11598438279793,4.266452142497397,0.1415369370031425,0.0547502156583764
9,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_401/pdbs/758.pdb,450.33919618029233,4.364626695710846,0.1525580503942309,0.0527380657058368
10,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_476/pdbs/892.pdb,185.36919504489663,4.004197819798946,0.0951182391661491,0.0467422284817993
11,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_438/pdbs/1124.pdb,275.4698095395355,4.264409154434904,0.1348488926274,0.0536760953046118
12,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/139_1_state/0/output_449/pdbs/1202.pdb,372.7322527749784,4.288218106482003,0.1373251485963487,0.0520971627043614
