,min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_0,xray_0_min_0_ff,xray_0_min_0_pdb
0,5.3980785918088765,0.212094756381544,0.213380822735266,12503.238253302796,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/0/output_813/pdbs/741.pdb
1,5.161100264494653,0.1334829897785648,0.1844707817809466,15865.168391498471,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/1/output_719/pdbs/217.pdb
2,5.401301433875688,0.2123974813139511,0.2146951299109037,12405.781499722336,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/2/output_961/pdbs/699.pdb
3,5.422335733474929,0.2098304210434777,0.2359422797170768,12293.30615214212,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/3/output_285/pdbs/631.pdb
4,5.340488743449723,0.1879812555450131,0.1974364665831536,12949.822635905755,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/4/output_695/pdbs/649.pdb
5,5.13885726812185,0.1353191520165537,0.2013980111489776,15410.544676441234,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/5/output_332/pdbs/733.pdb
6,5.451825748907513,0.2269757130530115,0.2375215078892444,12282.369544585808,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/6/output_861/pdbs/719.pdb
7,5.35009140901304,0.1935333061533082,0.2108958630525592,12355.81828823447,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/7/output_402/pdbs/757.pdb
8,5.398235082707581,0.2066900224573487,0.2044083945468754,12470.74716590014,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/8/output_705/pdbs/732.pdb
9,5.246503782395844,0.1587135461189928,0.206369272340179,15050.777174308912,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/9/output_368/pdbs/549.pdb
