,min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_avg_0,xray_0_min_0_pdb
0,5.114139231231224,0.1032232898212936,0.0884714308920249,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/95_natives_1_state/0/output_815/pdbs/932.pdb
1,5.127192425162192,0.1113319091815225,0.0915691092563122,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/95_natives_1_state/1/output_84/pdbs/553.pdb
2,5.112167593271044,0.1029888036184582,0.0937731664126756,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/95_natives_1_state/2/output_440/pdbs/730.pdb
3,5.110172775374792,0.110764313908798,0.0876959233066314,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/95_natives_1_state/3/output_878/pdbs/130.pdb
4,5.1447451093666325,0.1115230435908904,0.0928405189334651,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/95_natives_1_state/4/output_192/pdbs/555.pdb
5,5.124096731434731,0.1066834663705435,0.0985525945815442,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/95_natives_1_state/5/output_734/pdbs/463.pdb
6,5.103089309193173,0.1002935187174624,0.0911423722160419,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/95_natives_1_state/6/output_617/pdbs/442.pdb
7,5.108480526859087,0.0934568654538691,0.0906812130179072,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/95_natives_1_state/7/output_886/pdbs/624.pdb
8,5.106881131686155,0.1112415491744219,0.0925839223139398,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/95_natives_1_state/8/output_184/pdbs/224.pdb
9,5.1161199495778,0.1182572135419065,0.0889346905317752,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/95_natives_1_state/9/output_9/pdbs/470.pdb
