,pdb_file,native,ml,rmsd_order,rmsd_avg,weight_delta,r_free,r_work,r_all
0,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/8.pdb,0,5.358332127039424,0.29793078006419804,0.1886993159050876,0.8900000210851431,0.335184341585792,0.337335649953937,0.33718429242189
1,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/42.pdb,0,5.374597688250211,0.2856949464702508,0.18924452610681688,0.5699999835342169,0.3420850444563799,0.34068414171431494,0.3407849380396695
2,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/47.pdb,0,5.227301101660705,0.2973813674258109,0.17993585723079084,0.510000005364418,0.3335040625434379,0.33014110503028415,0.3303773609362483
3,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/3.pdb,0,5.239968653250978,0.31406298113123576,0.19636431902730403,0.6700000017881393,0.3363373877114462,0.3357241060925754,0.33576896806661677
4,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/6.pdb,0,5.2184629281679085,0.30250744951818953,0.17331700983141202,0.5300000198185444,0.3322622001420778,0.32731994489775923,0.3276827654072427
5,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/1.pdb,0,5.269386324645317,0.34333234701496584,0.1936901576450673,0.44999998807907104,0.3415898685362776,0.34753694674419955,0.3471236999556663
6,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/22.pdb,0,5.245589463348417,0.30861482451635786,0.186778369084969,0.29999998211860657,0.34208559959635854,0.3391936641447827,0.339379060098451
7,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/9.pdb,0,5.297093109565047,0.33235455528437297,0.19173787401275813,0.3799999803304672,0.36967576609411995,0.36538068316302613,0.36566774718383827
8,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/0.pdb,0,5.247649840866351,0.2798240970960786,0.1749617909806761,0.2600000202655792,0.34640134178691884,0.3395578279218425,0.34003868086993805
9,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/5.pdb,0,5.211087329977451,0.2773274192879999,0.18046249395135888,0.5500000044703484,0.33667886851081574,0.3244136626122808,0.3253054767208117
10,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/15.pdb,0,5.20813785719214,0.30451085462127137,0.17614912428515217,0.33000001311302185,0.3393488117405716,0.32439037499913753,0.32544237237691914
11,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/2.pdb,0,5.333078741819113,0.2770792847950068,0.18759582255509125,0.45000000298023224,0.33760392604305295,0.32684212303250465,0.3276066575291025
12,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/18.pdb,0,5.2254946614590345,0.2855809755901728,0.1789022230383397,0.4699999950826168,0.344975820893479,0.33061310449709835,0.33163277743501857
13,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/26.pdb,0,5.261441271844609,0.2934469701013232,0.17838041827274637,0.7700000256299973,0.3539252501742634,0.34655100445747655,0.3470721983161245
14,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/13.pdb,0,5.271809895442376,0.2980850080786315,0.1875394285454516,0.8099999949336052,0.3558548465810914,0.35190566985283117,0.35218780778544656
15,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/7.pdb,0,5.226669284816876,0.2969968126319811,0.17371134207689837,0.27000002562999725,0.3272052230665254,0.331386762680503,0.3310960538656895
16,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/4.pdb,0,5.254530125005035,0.3076861272227146,0.17066508104440656,0.2800000160932541,0.3431307386347562,0.3428619417578983,0.3428890208118152
17,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/21.pdb,0,5.269827725229374,0.3358701854264049,0.169717313990814,0.4899999871850014,0.34767455711535517,0.351230435320039,0.35098326552354137
18,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/33.pdb,0,5.316159217686114,0.33868972803513825,0.208105041433546,0.8199999798089266,0.3718713684760644,0.3735586618432662,0.37344368369315933
19,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/36.pdb,0,5.221250884759269,0.29351071231852316,0.17899741057498808,0.699999988079071,0.33073631681192367,0.3276097051368101,0.32784370192693923
20,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/32.pdb,0,5.234787394904383,0.3144870622309894,0.17170757996464103,0.9099999777972698,0.346177612624206,0.33606374072966444,0.33678614706321663
21,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/37.pdb,0,5.390672455310445,0.26770907796105825,0.17852374891533368,0.4299999959766865,0.33861172035112225,0.33432706155661285,0.33463080035341075
22,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/43.pdb,0,5.29520405439391,0.3026249241090474,0.1743348798733592,0.8300000000745058,0.36198371874730123,0.3635986946765505,0.36348192259112244
23,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/20.pdb,0,5.237265609225,0.33874143000749873,0.1676024779086651,0.29999999701976776,0.3341077313476224,0.3357099625494426,0.3355983226196685
24,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/11.pdb,0,5.2440861195454005,0.29286844014976054,0.16788952141957197,0.5999999865889549,0.34775269602217224,0.3389252348490859,0.33956442579793805
25,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/41.pdb,0,5.293931454424673,0.290587561466765,0.19542737239552593,0.6299999803304672,0.35670674546420367,0.3617199070737822,0.3613920165944912
26,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/29.pdb,0,5.0425505324683035,0.306128371311658,0.10321170116702771,0.5100000258535147,0.2665450997343449,0.26406551713850046,0.26425525728867916
27,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/44.pdb,0,5.24930767517182,0.3157207978475484,0.1631033564081215,0.5700000077486038,0.3491834530365923,0.3395219424631918,0.3402031083227745
28,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/10.pdb,0,5.293283355277174,0.3203424647383363,0.20420132410236172,0.9300000220537186,0.3551147022019609,0.3621464290076221,0.361651349212352
29,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/19.pdb,0,5.191268855675096,0.2850370055586213,0.18248342521085656,0.3500000089406967,0.3237779090179844,0.3156176013372624,0.31619335516002317
30,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/12.pdb,0,5.296207477445115,0.3194445160419866,0.1851607059383986,0.6699999943375587,0.366381356138494,0.3643138374752759,0.3644668500683659
31,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/46.pdb,0,5.292787685194486,0.3178941466295597,0.20324581434689754,0.6099999696016312,0.36492561193854567,0.36053399837287087,0.3608458389202032
32,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/31.pdb,0,5.445648462243316,0.3035945298623276,0.21344108777142534,1.270000008866191,0.3677976721686534,0.36555757516023046,0.3657247169622832
33,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/28.pdb,0,5.2369608057473025,0.2809437054533526,0.1665162245123935,0.7499999962747097,0.33643507281792456,0.3341919679489907,0.3343511994169623
34,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/23.pdb,0,5.234117733853047,0.31057660376601237,0.1778520836088922,0.49000002443790436,0.33685080874000467,0.3334232407782262,0.3336606905324808
35,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/39.pdb,0,5.224672180256607,0.31675986611027585,0.16626847462195973,0.6500000134110451,0.33523953196891865,0.3305598105840929,0.3308903649389399
36,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/40.pdb,0,5.253840698860948,0.3017173861337617,0.17210508843195826,0.32999999821186066,0.3363451783732506,0.3426622420502309,0.3422177164786111
37,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/45.pdb,0,5.246552431965179,0.3255137874072177,0.19711661578793865,0.35999999940395355,0.3340779684856976,0.33882093376417843,0.33849038192854003
38,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/34.pdb,0,5.241320221486253,0.3259640451015697,0.18817066939680124,0.6500000208616257,0.3479184710290118,0.3380794097427606,0.3387794317211729
