,pdb_file,native,ml,rmsd_order,rmsd_avg,weight_delta,rmsd_dom,dom_weight,r_free,r_work,r_all
0,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/28.pdb,0,5.323390756497652,3.617005111961548,1.9994198130956262,0.7499999962747097,1.116529703555857,0.4399999976158142,0.5352485376043195,0.5299126835817922,0.5302753717867469
1,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/26.pdb,0,5.398091696217414,2.3589353013214507,1.5915415467570233,0.7700000256299973,2.297686034149941,0.5400000214576721,0.5382847622698249,0.5485093215229375,0.5478081353267763
2,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/15.pdb,0,5.169267303517978,4.180470341214929,2.562679918858348,0.33000001311302185,0.30375562273239937,0.33000001311302185,0.455490175324425,0.4531519168120165,0.45330964545633085
3,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/19.pdb,0,5.197673459670333,1.023031842041456,0.5057231270010132,0.3500000089406967,1.8989988541316705,0.27000001072883606,0.38864011238165164,0.38526422858927944,0.3855167636200712
4,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/10.pdb,0,5.3357491709918055,1.472046634139726,0.5651708018077958,0.9300000220537186,0.3108234464798778,0.5400000214576721,0.3851275988067722,0.3854936732965054,0.3854917060960887
5,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/24.pdb,0,5.283494099463403,3.6747528402277303,2.3164924212672924,0.3500000014901161,5.683029830343812,0.4000000059604645,0.4657229517070922,0.46569761794291203,0.46576054914737647
6,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/29.pdb,0,5.260369647283346,2.0402100853397362,1.1510348454527175,0.5100000258535147,0.2595995173293769,0.3499999940395355,0.4685536575644059,0.4710844680760515,0.470911444808764
7,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/25.pdb,0,5.3229164940241125,0.35295595202359087,0.21924334270940032,0.4100000336766243,0.44500538934470074,0.3400000035762787,0.388873469195733,0.37935593617133967,0.3800243371720444
8,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/37.pdb,0,5.243392153151252,2.0531842847037343,1.1684240479193126,0.4299999959766865,0.30994941318730884,0.3499999940395355,0.5038125090126242,0.5120637734025772,0.5114798227711713
9,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/41.pdb,0,5.200932435606237,2.5230400990765625,1.1512092216942744,0.6299999803304672,0.30371168606127763,0.47999998927116394,0.39178729751609404,0.39756654447822304,0.39721455394066013
10,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x_53_54/8.pdb,0,5.282402117099186,3.1207445612902225,1.8052592413749948,0.8900000210851431,0.2729472317764223,0.49000000953674316,0.42370095545382613,0.42124350669669564,0.42143211897547583
