,pdb_file,native,ml,rmsd,rmsd_all,r_free,r_work,r_all
0,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/7.pdb,0,5.956628677002766,0.17640120128114753,0.2531375549200564,0.41319519278330225,0.397540842426293,0.3986989788043416
1,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/30.pdb,0,6.1527427591817165,0.27321247054745396,0.39622178497247224,0.49485082970682526,0.489192168606492,0.48961387818118873
2,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/37.pdb,0,6.152656821245517,0.28759522137087723,0.43388030952586076,0.49197049831499584,0.49008399810195935,0.4902407543139712
3,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/11.pdb,0,6.322574250752929,1.409534646971225,1.767240057241193,0.5948153696585432,0.5838800463979839,0.5846607303640478
4,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/17.pdb,0,6.336651878897705,2.644227165773014,3.721504506566066,0.5931738598229365,0.5828616674500002,0.5836079211425398
5,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/1.pdb,0,6.36543761665894,6.85323682397239,8.07187323919559,0.6120196796330428,0.5877696297338565,0.5894920023027724
6,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/43.pdb,0,5.564947554471528,0.09288821373638624,0.12706362122196083,0.27705254938886087,0.2571741588560372,0.2585735133043683
7,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/44.pdb,0,5.981468307754401,0.1687006034188884,0.25800341563019125,0.4234709436236865,0.4051855668857046,0.4065231006477435
8,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/31.pdb,0,6.364567757983933,5.525505777305398,6.488714491166506,0.6012044541740762,0.5860376149228779,0.5868336694612731
9,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/46.pdb,0,6.353807789555474,3.9456836714998564,5.029640593121037,0.5947783489286281,0.5881321693913852,0.5885740981115087
10,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/38.pdb,0,5.0560525652632515,0.05708181716497467,0.06928425071060264,0.14174005698725403,0.13724621329556408,0.1375616626570326
11,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/19.pdb,0,5.104831142526163,0.05139701982345991,0.07001109587266145,0.148447720367437,0.14308115756148834,0.14345756826865994
12,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/42.pdb,0,5.143992836188439,0.05606283999247177,0.0696383520479887,0.15907759520640827,0.15397571069054722,0.15432506035511398
13,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/5.pdb,0,6.170025322314461,0.3024311416291382,0.457228018139646,0.5298245250620266,0.49721466722653934,0.49956009308213156
14,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/26.pdb,0,6.094174228947686,0.21878649205570191,0.33942737736603373,0.4653972810956916,0.4537606385518374,0.45459422397989
15,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/33.pdb,0,6.317086003387739,1.2898741764482677,1.7999263123224172,0.6076481949982905,0.5789791657673262,0.5810833706695149
16,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x_53_54/27.pdb,0,5.896285831104387,0.1647326068242858,0.2195699584413974,0.3695312971472155,0.3659209111326622,0.3661843144450283
