,pdb_file,native,ml,rmsd_order,rmsd_avg,weight_delta,rmsd_dom,dom_weight,r_free,r_work,r_all
0,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/37.pdb,0,5.634268674068639,0.30230907772175164,0.27358029403636036,0.679999977350235,0.3212270900982945,0.8399999737739563,0.4367405641275165,0.4495062876478618,0.44858052558332684
1,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/23.pdb,0,5.512121230878544,0.12392021793681261,0.06824299837559092,0.5,0.05424831637616488,0.75,0.37168512274389726,0.38603042482892136,0.3850044236110463
2,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/16.pdb,0,5.5488963026542235,0.12077533559318229,0.09955887836284232,0.5199999958276749,0.11357475943654094,0.7599999904632568,0.3835551056579106,0.39800610716668045,0.3969795046873231
3,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/19.pdb,0,5.446175758660031,0.23886953091622865,0.18513952300222458,0.10000002384185791,0.272389587988423,0.550000011920929,0.3907501938770757,0.41009921041989794,0.4087298118008964
4,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/39.pdb,0,5.429631036454541,0.2176453508455867,0.16778457815809578,0.03999999165534973,0.20923713994218435,0.5199999809265137,0.39776508395177546,0.4005482947722337,0.4003465569167587
5,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/45.pdb,0,5.452301866349532,0.2152903828525189,0.1680515823218472,0.24000000953674316,0.22255464497290348,0.6200000047683716,0.4175467078489908,0.4191844698887331,0.41906571308409485
6,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/35.pdb,0,5.462640935615413,0.22364184428018075,0.15783358546282897,0.0,0.11313021269940537,0.5,0.4130552864078238,0.4232136287256822,0.42248753197016675
7,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/32.pdb,0,5.535988244133692,0.10695119719418059,0.07903325371314895,0.13999998569488525,0.08582536547406884,0.5699999928474426,0.3707184261489887,0.3906945775512884,0.3892742265422767
8,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/30.pdb,0,5.437125058413812,0.17188027605754658,0.13387303200714412,0.20000001788139343,0.21194442125591959,0.6000000238418579,0.394342875639135,0.40632470319000374,0.4054729211713818
9,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/34.pdb,0,5.558988912349659,0.09446208703670282,0.07385234428477835,0.320000022649765,0.10946292645968692,0.6600000262260437,0.3853100685260715,0.3965929443795124,0.39578722402170213
10,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/1.pdb,0,5.571398890805077,0.053355131282492,0.042144088329892665,0.24000000953674316,0.05472293142660139,0.6200000047683716,0.37853732193278944,0.39310677696306773,0.39206755773648105
11,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/8.pdb,0,5.4405658259951375,0.26634483433414097,0.2131371137757768,0.03999999165534973,0.24037744948493092,0.5199999809265137,0.4028779547868099,0.4103464419860269,0.40980774958830773
12,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/40.pdb,0,5.4449038913641825,0.25305852396175693,0.18955685504964975,0.019999980926513672,0.2640157798548629,0.5099999904632568,0.4074243394590263,0.4123007459793383,0.41195274323379816
13,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/43.pdb,0,5.423827758263244,0.15876409504505534,0.11431116844174717,0.019999980926513672,0.11954489442578707,0.5099999904632568,0.379663247230009,0.396405792700468,0.39521331048811653
14,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/12.pdb,0,5.6262909050769006,0.2420768503635377,0.21617181393008103,0.6399999856948853,0.26454781968855073,0.8199999928474426,0.43933459943803627,0.4428858744030454,0.4426293509949528
15,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/29.pdb,0,5.429097591461907,0.24854285575525803,0.19085544389519987,0.12000000476837158,0.21231451256768377,0.5600000023841858,0.40187848007504057,0.40323156593561427,0.4031401831350006
16,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/27.pdb,0,5.407579639728533,0.18694347358857935,0.11522725658768361,0.29999998211860657,0.05039263384058647,0.6499999761581421,0.37615920691167964,0.3877427999882684,0.38690662143240834
17,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/47.pdb,0,5.421704349628165,0.14408552975991676,0.10868032374510579,0.03999999165534973,0.16973377535669618,0.5199999809265137,0.37544534665073886,0.39227063375232524,0.3910761218494629
18,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/24.pdb,0,5.5946410935834425,0.17983112684114744,0.14994246263607233,0.6000000089406967,0.1730123829928929,0.800000011920929,0.42010459702249675,0.42852080715067775,0.42791659622970324
19,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/3.pdb,0,5.465297261622638,0.24870325049686604,0.20773925412471828,0.4400000274181366,0.2783363701307427,0.7200000286102295,0.4190628841164215,0.424025992228925,0.42367109878643694
20,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/5.pdb,0,5.4156513258304155,0.14347286644500293,0.09229224613179292,0.2799999713897705,0.05668265389884383,0.6399999856948853,0.3748238916488104,0.39089720732691996,0.3897499757273437
21,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/22.pdb,0,5.547184096638974,0.16562730435032405,0.12754895549641485,0.46000000834465027,0.17851260469445873,0.7300000190734863,0.39930151478335796,0.4087923785365016,0.40812205358831116
22,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_2x/33.pdb,0,5.565379544236911,0.09680142575710002,0.07479129310110937,0.2200000286102295,0.11674098441892157,0.6100000143051147,0.38956724765975115,0.40052363228684457,0.39973556025062074
