,pdb_file,native,ml,rmsd_avg,r_free,r_work,r_all
0,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/22.pdb,0,5.798413085297153,0.39847701308911204,0.4925265710825865,0.4990241224677721,0.49856222792661614
1,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/2.pdb,0,5.795100937253611,0.39490789767965334,0.4894698437091367,0.49752785116319637,0.4969516232162204
2,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/28.pdb,0,5.7991050190752045,0.40174311974653076,0.4923722066936824,0.500315956061393,0.49974500747164785
3,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/23.pdb,0,5.799517464098946,0.3964578558915401,0.4907743595908056,0.5000998879750601,0.49942816073228935
4,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/33.pdb,0,5.801016309554571,0.3902903708522301,0.4967124164056531,0.5014586411757458,0.5011153236455628
5,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/7.pdb,0,5.794660974422129,0.3946689402000061,0.48778181997311953,0.49658166736786497,0.4959487794618676
6,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/3.pdb,0,5.7990347511765075,0.39175383275349307,0.49339210361921765,0.5001218399145919,0.49963954419091683
7,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/46.pdb,0,5.795779457697449,0.38725162318497164,0.4911870381707644,0.49788025091018356,0.4973996594942252
8,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/43.pdb,0,5.794392436948266,0.3849500393869705,0.4872295674407838,0.4969527852816017,0.49625252738201436
9,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/15.pdb,0,5.794065138157611,0.39124398738042576,0.48626448307890446,0.49635191697326014,0.4956340330549424
10,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/39.pdb,0,5.795997572956833,0.39455901975201585,0.48813133174537765,0.4974804192185005,0.49680938238541344
11,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/24.pdb,0,5.798862319421421,0.39237113839793164,0.4953413912641744,0.5004540394101953,0.5000884508516379
12,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/40.pdb,0,5.795320787514185,0.398884034741041,0.4909762096617235,0.49804862795342497,0.4975490472798311
13,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/34.pdb,0,5.799495449781363,0.4006522816447559,0.49221640169982894,0.49988486372982505,0.49933284751847756
14,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/45.pdb,0,5.7987219468495335,0.397248183346797,0.4966911544731205,0.49915184113121314,0.49897431086692756
15,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/30.pdb,0,5.799808693744392,0.39643686245184023,0.4918693893451149,0.49976005128306,0.49919285068923697
16,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/44.pdb,0,5.7988887251087915,0.3890910814453862,0.49623162143074195,0.49945740966434793,0.49922515872544915
17,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/32.pdb,0,5.796222196919685,0.3929692506295208,0.4821382677807212,0.49741930383463906,0.4963223833459945
18,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/12.pdb,0,5.796452422495478,0.38568390309674383,0.4860199136974914,0.49755459747671116,0.4967277964369754
19,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/14.pdb,0,5.802310037092882,0.39571732889943567,0.49327386009531016,0.5016385113571576,0.5010396272846108
20,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/16.pdb,0,5.798829359484209,0.39049069320697616,0.4863046487963255,0.4987448742905801,0.49785121752021677
21,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_1x/10.pdb,0,5.797994680147587,0.383198463366682,0.48797089250095443,0.49915684074829864,0.4983547627795049
