,pdb,ff,xray_0,r_free_0,rmsd_avg_0,xray_1,r_free_1,rmsd_avg_1
0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_448/pdbs/842.pdb,2299.6901446689512,3.813922962564367,0.062329046554809,0.1363787036235159,3.633875806425511,0.0656424440028656,0.1398288175708656
1,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_912/pdbs/983.pdb,1478.5224428216452,3.844073071418053,0.0653209806648094,0.0763399709989514,3.710710521610577,0.0670934277886336,0.0733013484142438
2,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_991/pdbs/1295.pdb,2429.349046526672,3.859752800115742,0.0695197157763979,0.1383886046294054,3.724159965407543,0.0726696187247917,0.1360420908823146
3,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_48/pdbs/627.pdb,1194.2443075362696,3.8513068964631336,0.0670519042697311,0.0848061085143142,3.716707151994759,0.0631241778643004,0.0819692620392013
4,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_19/pdbs/787.pdb,2336.953274254547,3.8987298361389886,0.0718075336265484,0.1160463805962811,3.810697621402691,0.0755061264543875,0.1133716249736255
5,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_331/pdbs/944.pdb,3426.8502107346303,3.972640695977346,0.0815398056764908,0.188649558710626,3.883403814893744,0.0836215847047982,0.1881218510850637
6,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_532/pdbs/1135.pdb,2346.6261303514607,3.884336064553495,0.0738445662705815,0.0785564582234759,3.7714625398698542,0.0751367170352929,0.0770439288692629
7,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_475/pdbs/859.pdb,1845.089250513004,3.89998173787507,0.0691850064998719,0.080531776801407,3.778290153110094,0.0681937557794339,0.078200413350255
8,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_443/pdbs/959.pdb,1763.6823045503304,3.8280331088238606,0.068125317527023,0.1035781393508636,3.7172300154593736,0.0688202638185854,0.1009716837875105
9,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_241/pdbs/761.pdb,2132.789739360143,3.855104370263995,0.0664746934478929,0.0823601672428582,3.738624735251699,0.070464218426329,0.0796998482428507
10,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_294/pdbs/1453.pdb,1604.7363403810814,3.837249918155664,0.0617071981270995,0.0827900901401564,3.6920037598035393,0.0651505453848911,0.0795946421788092
11,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_373/pdbs/1260.pdb,1470.071074742865,3.799220399122025,0.0616693521434839,0.1293027095586923,3.823943896326399,0.0694704017599903,0.1273017023285748
12,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_346/pdbs/1260.pdb,2041.1220519963013,3.846873583800067,0.0670678008734395,0.1098971537976245,3.6964510453263584,0.0643249704002477,0.1101487422044172
13,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_986/pdbs/1265.pdb,1923.0587336575015,3.8706727862092873,0.0656285249473287,0.0715831742762696,3.755467212173032,0.0739139220291501,0.0700346961155334
14,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_127/pdbs/667.pdb,1933.3894060104096,3.834111447498289,0.067978087701408,0.0874359672883511,3.712504243633202,0.0663979952802177,0.085897620575721
15,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_250/pdbs/877.pdb,1749.944442938038,3.877101282823336,0.0670434626333757,0.0867509952756126,3.744164903215685,0.0680124930133559,0.0835230811978987
16,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_680/pdbs/545.pdb,2439.182340316104,3.840864109359128,0.06790753657126,0.1542213183564621,3.712252322575253,0.0690491565242439,0.1549288234799815
17,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_987/pdbs/805.pdb,2737.520248603877,3.842318002453551,0.0699782233955255,0.0933023341143929,3.677589988292449,0.0720211955136566,0.0934116053472075
18,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_495/pdbs/1103.pdb,1405.0179975270407,3.843376470991468,0.0641389746245822,0.0826055301577133,3.70603505959272,0.0659499194303514,0.0804150729674049
19,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_852/pdbs/900.pdb,1512.0943680786293,3.818105345235329,0.0643120151964364,0.1710244438809778,3.629971584674894,0.0630115244032684,0.1701372876132663
20,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_180/pdbs/917.pdb,2300.756284814576,3.903243092966709,0.0693860414475318,0.0805232429984469,3.7853017543884353,0.0734708796337452,0.078012638749149
21,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_129/pdbs/990.pdb,2481.874797521012,3.893280314967856,0.0701072717177818,0.1087086065339033,3.7281806740603702,0.0678631748749498,0.1088348791554499
22,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_461/pdbs/975.pdb,1356.1931345100554,3.829795411141792,0.0652374151518777,0.0824123733859336,3.677457164067738,0.0661362308225197,0.0812518905775133
23,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_295/pdbs/1150.pdb,2829.369823123534,3.873819729418563,0.0693932573705958,0.1134847262463769,3.9280189910543344,0.0811591885067432,0.1114389255165441
24,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_526/pdbs/822.pdb,3534.4491937735474,3.899284893714095,0.071302982323403,0.1787364892663213,3.7364324367006425,0.0761404119202958,0.178212679319397
25,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_10/pdbs/1188.pdb,1463.5800544946192,3.821564578844078,0.0617429968114388,0.1375756239257772,3.6520133823178513,0.063441717929455,0.1360745387857972
26,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_145/pdbs/1148.pdb,1997.6333962422125,3.841132814158741,0.0664610442825914,0.1406668192950487,3.689051564685861,0.0676990987744631,0.1384693351799295
27,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_981/pdbs/1508.pdb,2334.283638182493,3.817337105676776,0.0622830062307622,0.1555690486401651,3.6301869470041694,0.0678420621739324,0.1581214546523409
28,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_296/pdbs/726.pdb,2117.66738063748,3.862065067076905,0.0639529095395686,0.076735770375377,3.726509952385564,0.0694588610153532,0.0750621621475803
29,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_407/pdbs/1157.pdb,1865.4359535776196,3.783581245820136,0.0572197377015454,0.1901669678937629,3.627434508242549,0.0599906808628196,0.1941599463468634
30,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_368/pdbs/868.pdb,1820.2403993543323,3.866850301165655,0.068063797618156,0.0937403526639922,3.729176150294253,0.0680626393761255,0.0942736732818392
31,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_39/pdbs/1004.pdb,1952.0319745711809,3.8407570878771793,0.0679410860719021,0.1120102577699873,3.7051424180464703,0.0692430097410346,0.1099781976013687
32,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_625/pdbs/842.pdb,1566.1791549089812,3.8509250897025753,0.0675232337689971,0.10603600355657,3.7154556330134136,0.0648748346494286,0.1034854379610399
33,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_138/pdbs/907.pdb,1616.7402751547406,3.85997576303526,0.0638681863831028,0.0715749496611221,3.731145371002491,0.0655867252891661,0.0688225445968263
34,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_164/pdbs/1227.pdb,1389.7106285368377,3.849293738415068,0.0631426355657693,0.0779868926498016,3.708296425618141,0.0652952144204372,0.0749371131406694
35,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_442/pdbs/1055.pdb,2312.5807929808075,3.882574133545076,0.0691095660876001,0.0875150438497792,3.747764101003162,0.0696145790229892,0.0868582031180045
36,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_52/pdbs/1452.pdb,2662.2929334089963,3.855092289081696,0.0663712337942551,0.1248984295799819,3.699637111417529,0.0683014665511886,0.1247856732179393
37,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_815/pdbs/820.pdb,1795.9757374622511,3.831312917176014,0.0662549447518625,0.0947140997947859,3.731076992068298,0.0674368972398114,0.0927686195954615
38,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_375/pdbs/949.pdb,1716.5371551712688,3.8489978535556375,0.0640034572570282,0.0860167185235697,3.713899142290865,0.0692878207488668,0.0847378563636578
39,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_379/pdbs/1053.pdb,1478.2185437552123,3.770735427236848,0.0553072903932868,0.1886146807193996,3.6101754603972553,0.0599974210041924,0.1908964660593182
40,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_446/pdbs/935.pdb,1237.6466648338317,3.803202179318152,0.0627069889091037,0.1122495550274681,3.6515333349179593,0.0615792001396145,0.1126903280034604
41,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_275/pdbs/1173.pdb,2127.5005614291103,3.879761617109488,0.0640887067643256,0.1031672580797095,3.7612716061839486,0.0686223937772762,0.1003696923768752
42,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_51/pdbs/739.pdb,1776.9895571250906,3.830887523841936,0.0632117389581232,0.1085800101540544,3.682051944519448,0.0643245362996436,0.1093916437658997
43,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_179/pdbs/934.pdb,2013.71430153906,3.859724641454085,0.0667937394390995,0.0733347634499798,3.740912865220517,0.0667310973683285,0.071259997165845
44,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_65/pdbs/929.pdb,2642.3579943268624,3.855519521642956,0.0656323723581211,0.1278887273084714,3.726829760260437,0.0678719520390023,0.128680591348024
45,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_16/pdbs/688.pdb,1490.970655789003,3.833177801145824,0.0665527433193221,0.0835427749615205,3.6912645662387495,0.0663990758918193,0.0840142580536137
46,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_785/pdbs/768.pdb,3018.6976760298867,3.867099674813812,0.0688629035616279,0.1300307131160932,3.727568725473316,0.0757416833199947,0.1288524714595726
47,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_837/pdbs/957.pdb,2368.966080205542,3.8664973274692422,0.0664463304700469,0.1224618495424427,3.714073061090111,0.0698750524698586,0.1221235554969431
48,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_663/pdbs/1070.pdb,2721.255883684258,3.965650396728528,0.0722275188001207,0.1809093424337882,3.968682890700484,0.0827319121611507,0.1826677018870223
49,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_455/pdbs/801.pdb,2616.8774224832064,3.847378141547184,0.0649194175625133,0.1054419211896093,3.694685419908311,0.0682954372441469,0.1072907354270912
50,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_46/pdbs/737.pdb,1520.0726318012637,3.832619226236956,0.0651956433091262,0.0766714608791308,3.7204762352299783,0.068522066725043,0.0736505438535839
51,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_146/pdbs/956.pdb,1614.1071421997708,3.843937553894688,0.0658155819739526,0.0954910686073757,3.702354505894785,0.0668735108669499,0.0937290708450546
52,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_326/pdbs/773.pdb,2123.226693595132,3.889077084363876,0.0730896844900046,0.116948344376466,3.77920658904154,0.076125334041601,0.1141057846929824
53,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_979/pdbs/785.pdb,1924.2304136385687,3.836289373871556,0.0673746260972201,0.1259577012807134,3.675745708252335,0.0699597033866282,0.12443457125849
54,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_920/pdbs/1202.pdb,2872.030220345498,3.8751239936210897,0.0682647645807333,0.115906797639426,3.753225465790421,0.0726722052169422,0.1130894901247833
55,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_893/pdbs/1190.pdb,3152.4150605286286,3.8955590219534737,0.0704439138528862,0.093600058196376,3.762993009194628,0.0751060549900392,0.0935975590140758
56,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_444/pdbs/572.pdb,1807.587980839413,3.848592276028051,0.0642965159028831,0.1214890694789646,3.706022520239789,0.0637421501748997,0.1217269751886641
57,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_866/pdbs/1109.pdb,1214.4789757531112,3.848765272922547,0.0606410377044555,0.0740008195920393,3.70089563091404,0.0630419548797012,0.0715595576920441
58,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_390/pdbs/768.pdb,1941.1360926396876,3.891698984385193,0.0703658077064057,0.0966032635717626,3.7638979605635527,0.0774457094666898,0.0940972712648364
59,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_621/pdbs/753.pdb,1615.3512431500048,3.8515828171972544,0.0662674656804767,0.0867439350637416,3.715133730829248,0.0676845110635359,0.0850490767654951
60,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_586/pdbs/1389.pdb,2489.34851226438,3.8931973558099418,0.0705939282021742,0.0855934592710962,3.771921322930522,0.0731357774481035,0.0833944272631774
61,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_848/pdbs/1087.pdb,1616.3095973156012,3.8502271031402526,0.065601572257644,0.1270454719518345,3.695559472058148,0.0628177936755232,0.1249689364590021
62,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_944/pdbs/1159.pdb,1241.3152391561262,3.8233445215815545,0.0649059363363287,0.1156884337287881,3.6552383723918647,0.0653970238798587,0.1147027589131377
63,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_901/pdbs/1064.pdb,1844.2631779905691,3.853208798145814,0.0679586269676681,0.0942623774350671,3.734977169619996,0.0653009660168921,0.0916473048620212
