,min_xray_0+xray_1,xray_0+xray_1_min_0_pdb,xray_0+xray_1_min_0_ff,xray_0+xray_1_min_0_xray_0,xray_0+xray_1_min_0_r_free_0,xray_0+xray_1_min_0_rmsd_0,xray_0+xray_1_min_0_xray_1,xray_0+xray_1_min_0_r_free_1,xray_0+xray_1_min_0_rmsd_1
0,9.442425536529338,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/0/output_833/pdbs/177.pdb,182203.7572477476,4.716118534848032,0.1323286924132757,0.2980464731570072,4.726307001681305,0.1325263877643624,0.280995960461028
1,9.662887964325563,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/1/output_149/pdbs/239.pdb,189568.9605609624,4.856883881060654,0.1293117941905905,0.2780653804150462,4.806004083264909,0.1343767822540561,0.2627318506086502
2,9.378956229385684,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/2/output_881/pdbs/169.pdb,189441.01174520416,4.68520006536269,0.1201048390859613,0.2739359145153811,4.693756164022994,0.1254096024736827,0.2615272916433939
3,9.537846718109392,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/3/output_867/pdbs/159.pdb,196326.6601528106,4.786284484120992,0.1345606632320772,0.304450353908589,4.751562233988401,0.1333431540207252,0.2702740909685083
4,9.417350838248097,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/4/output_711/pdbs/189.pdb,194987.1660598796,4.6879233363576525,0.1166381221652427,0.2985078982397071,4.729427501890444,0.1314764922970729,0.3190630475608931
5,9.521656653932439,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/5/output_229/pdbs/146.pdb,205963.45599015584,4.770379430869024,0.124156209383552,0.3338419908381485,4.751277223063414,0.1229024016834976,0.3081772345785019
6,9.316721641230115,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/6/output_54/pdbs/165.pdb,185582.15631255708,4.651650368422876,0.1212614412385922,0.2619042851334018,4.665071272807239,0.128116718614606,0.2703305607807902
7,9.502569710568022,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/7/output_999/pdbs/173.pdb,189497.66100522107,4.76273536897246,0.1299127661351773,0.2669696926691212,4.739834341595562,0.1330101497949154,0.2795935962210312
8,9.374359175050651,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/8/output_862/pdbs/146.pdb,200012.59906371543,4.693562925566906,0.1264118110861453,0.3042969491216731,4.680796249483746,0.126154671598456,0.2944066221858404
9,9.450178796079168,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/9/output_751/pdbs/185.pdb,201147.5647697984,4.734951680876744,0.1238939328381752,0.3710795080182635,4.715227115202425,0.1259618236997879,0.3555135364468815
