,pdb,ff,rmsd,w_0_0
0,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_44/pdbs/3.pdb,2383.1195892905225,0.0717444962871975,1.0
1,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_80/pdbs/10.pdb,653.2155134391007,0.1437825978707427,1.0
2,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_84/pdbs/13.pdb,442.6698391936097,0.1810367175905552,1.0
3,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_5/pdbs/8.pdb,424.9974795921635,0.1174677636571371,1.0
4,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_85/pdbs/13.pdb,435.5832404070329,0.1815307493247449,1.0
5,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_20/pdbs/18.pdb,273.0310627984852,0.2496610094121135,1.0
6,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_57/pdbs/2.pdb,1923.299104551912,0.0585176088838297,1.0
7,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_7/pdbs/2.pdb,1926.869482190284,0.0563221201146834,1.0
8,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_97/pdbs/18.pdb,275.2400144736898,0.2455643300733459,1.0
9,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_3/pdbs/9.pdb,649.2730747959481,0.1291204549248581,1.0
10,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_76/pdbs/1.pdb,3691.909731729033,0.046961934593573,1.0
11,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_94/pdbs/9.pdb,646.6474722451729,0.1274347751360797,1.0
12,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_85/pdbs/3.pdb,2402.823423240815,0.0705299281319268,1.0
13,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_63/pdbs/1.pdb,3686.9024852822577,0.0435080933262162,1.0
14,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_99/pdbs/9.pdb,643.3248016344045,0.1292886666905221,1.0
15,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_45/pdbs/5.pdb,824.6632773336361,0.091608301987503,1.0
16,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_31/pdbs/1.pdb,3677.0026353806734,0.0444635783429461,1.0
17,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_65/pdbs/16.pdb,384.0307421591469,0.2254694860304722,1.0
18,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_52/pdbs/8.pdb,422.1701474704672,0.115734564982515,1.0
19,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_102/pdbs/8.pdb,428.7772400228679,0.1246563216570957,1.0
20,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_95/pdbs/5.pdb,823.8689436649671,0.0924009016520606,1.0
21,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_121/pdbs/16.pdb,379.5969698811705,0.2235647661044458,1.0
22,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_96/pdbs/4.pdb,1521.6070321390723,0.0772098465645136,1.0
23,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_31/pdbs/6.pdb,974.6404969520188,0.097871668535416,1.0
24,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_8/pdbs/16.pdb,386.219271537459,0.2225714125140815,1.0
25,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_49/pdbs/3.pdb,2379.034059290139,0.0692262869131025,1.0
26,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_79/pdbs/9.pdb,648.8382635519202,0.1275803016361776,1.0
27,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_52/pdbs/5.pdb,824.1986621197753,0.0885742421829747,1.0
28,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_114/pdbs/1.pdb,3658.818986450954,0.0453055572751356,1.0
29,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_63/pdbs/13.pdb,443.688162889669,0.177732018047283,1.0
30,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_49/pdbs/15.pdb,283.41464701126506,0.2064308611179668,1.0
31,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_122/pdbs/5.pdb,824.7813854099618,0.0902781401488191,1.0
32,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_23/pdbs/13.pdb,454.9881412703208,0.1751436111614474,1.0
33,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_69/pdbs/15.pdb,282.44017554776497,0.2025635013943922,1.0
34,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_20/pdbs/1.pdb,3694.044667849618,0.0459214154651545,1.0
35,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_46/pdbs/16.pdb,379.3619763763479,0.2191653875115064,1.0
36,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_107/pdbs/9.pdb,654.2787669875912,0.1261344031086706,1.0
37,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_3/pdbs/4.pdb,1528.668579549626,0.0768984801427526,1.0
38,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_105/pdbs/2.pdb,1926.238784387752,0.0584339445023834,1.0
39,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_81/pdbs/14.pdb,285.64681819604743,0.1907435822623023,1.0
40,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_117/pdbs/15.pdb,282.94121682763785,0.2074323049242954,1.0
41,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_59/pdbs/7.pdb,761.0227520961735,0.1077041363913294,1.0
42,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_4/pdbs/17.pdb,286.72243685517924,0.2329528425224642,1.0
43,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_120/pdbs/1.pdb,3695.504194865977,0.0431005741592486,1.0
44,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_3/pdbs/11.pdb,336.0788672874549,0.1519307304619128,1.0
45,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_65/pdbs/15.pdb,275.7278620514587,0.2106907797802703,1.0
46,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_22/pdbs/11.pdb,345.9401342665644,0.1531026035290224,1.0
47,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_117/pdbs/16.pdb,379.134119328256,0.2215430080263432,1.0
48,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_123/pdbs/14.pdb,281.1679398059764,0.1932615571899813,1.0
49,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_120/pdbs/18.pdb,274.3172200765657,0.248635177888381,1.0
50,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_112/pdbs/11.pdb,333.7746552970764,0.1566077325961386,1.0
51,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_59/pdbs/5.pdb,839.3630618799021,0.08901158214787,1.0
52,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_64/pdbs/7.pdb,756.3863804397014,0.1088592179532418,1.0
53,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_75/pdbs/15.pdb,282.78219303516653,0.206172144407142,1.0
54,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_114/pdbs/5.pdb,828.2409525749455,0.090393620301936,1.0
55,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_113/pdbs/8.pdb,424.9767835341521,0.1163661273576546,1.0
56,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_95/pdbs/2.pdb,1915.9293383828244,0.0581644227302926,1.0
57,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_86/pdbs/17.pdb,288.513937645356,0.2363759431017636,1.0
58,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_71/pdbs/3.pdb,2392.045822928165,0.0677952190421149,1.0
59,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_121/pdbs/4.pdb,1540.4824963007582,0.0769364754886293,1.0
60,/wynton/group/sali/mhancock/xray/sample_bench/out/268_decoys_1_state/0/output_122/pdbs/13.pdb,450.97145956519694,0.1797802703503145,1.0
