,ff,rmsd_0,rmsd_1,w_0_0,w_1_0,w_2_0,w_3_0,w_0_1,w_1_1,w_2_1,w_3_1,pdb,xray_0,r_free_0,xray_1,r_free_1
0,10775.926725397603,0.24853789435829207,0.4199801211541966,0.3313699157948982,0.2816774840817965,0.3559132401106427,0.0310393600126624,0.3303079812230068,0.2851274948572174,0.2559062369975213,0.1286582869222545,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/6/output_2195/pdbs/4.pdb,5.580130219609591,0.2563292499571759,5.633959996646814,0.22963155588282336
1,10734.223565774531,0.826531234497583,1.025283697968664,0.3161005739531816,0.3287275378647957,0.3221538764878086,0.0330180116942141,0.1279639998318818,0.1531037453763912,0.4295444453541477,0.2893878094375793,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/2/output_3211/pdbs/4.pdb,6.147075245562061,0.4852000723876042,6.157981002042031,0.501508561013898
2,19148.509508761075,0.8072733857370628,0.801372804279389,0.3361915651915107,0.2428142934641216,0.3767044318976613,0.0442897094467062,0.2653462542415276,0.5751646375725008,0.0349610856745326,0.1245280225114388,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/8/output_6436/pdbs/2.pdb,6.258106991616364,0.48771827922179567,6.153993294518746,0.4719592816169556
3,18900.93139378789,0.2430971057863324,0.5959490058607825,0.425332252502029,0.3092532170690643,0.232862970775608,0.0325515596532985,0.1564052991520144,0.2853293282880009,0.3612761602239139,0.1969892123360705,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/6/output_2040/pdbs/2.pdb,5.502967820830193,0.23943825592827475,5.639845961594255,0.265499046259021
4,27391.79509280682,0.23708372331619715,0.8126222112343664,0.4116449400767084,0.3450019655393957,0.2122517736943,0.0311013206895958,0.0867811045537605,0.151548584997744,0.4911889638301674,0.270481346618328,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/6/output_7408/pdbs/1.pdb,5.462776887167845,0.23409762757308675,5.944652191182367,0.34833679520189165
5,19096.55657525785,0.8193000142746725,0.9336477223148472,0.3436978410492743,0.1885967589722064,0.4237750502235684,0.0439303497549509,0.2327883345723138,0.1338639406992573,0.2979573624113956,0.3353903623170332,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/8/output_4466/pdbs/2.pdb,6.265927069328285,0.48831078596945754,6.153456559256332,0.49506536678104984
6,13519.5616157051,0.7911994736292656,0.9083685583258078,0.3733770075725114,0.374919750365839,0.2243297639966308,0.0273734780650188,0.290358801629016,0.0434798144236756,0.3530384779498693,0.3131229059974388,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/4/output_6462/pdbs/3.pdb,6.288861599328634,0.48301799585164057,6.154115532787282,0.4849689544677624
7,27489.502662094168,0.8639692494696867,1.558068779573947,0.2577071911763031,0.3199553742294576,0.3853902467936373,0.0369471878006018,0.0852799781577086,0.1661390285957845,0.3150105735472116,0.4335704196992953,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/7/output_8675/pdbs/1.pdb,6.280265259070828,0.4957075836442984,6.172611086588777,0.5337710735484704
8,13888.778889470312,0.23026864645754228,0.4407081208120804,0.3080975822383199,0.3163515594431303,0.3516279770973399,0.0239228812212097,0.4711281455991297,0.3484548185795489,0.0588550778436907,0.1215619579776303,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/6/output_6195/pdbs/3.pdb,5.51341770735227,0.24536245446595073,5.761629318139717,0.2637767103467789
9,13496.024817859892,0.7889327670167808,0.9205943689805083,0.3332614096173415,0.2051726406237511,0.433486841899059,0.0280791078598483,0.3166514643311068,0.1422404089397015,0.214059285911542,0.3270488408176496,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/4/output_415/pdbs/3.pdb,6.287259120944016,0.4855037173757927,6.155062938124085,0.4864297391946419
10,18959.047704532462,0.8219894340511944,0.975682429323616,0.4284839191574881,0.3511319667024034,0.1913574156248904,0.0290266985152179,0.484302065999494,0.1864874784856935,0.0593837537802175,0.2698267017345948,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/155_native_N4_decoys/2/output_7059/pdbs/2.pdb,6.259845223136155,0.4910562042646992,6.156100644582453,0.4990171898357926
