,job_id,cif_name,w_0,pdb,r_free,ff
0,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/0.pdb,0.35753276478554,1024.517718909813
1,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/1.pdb,0.35561027734946704,1000.5560489586824
2,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/2.pdb,0.3504783287331641,1020.5955506962875
3,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/3.pdb,0.3521192384673682,637.4211926516996
4,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/4.pdb,0.3576513666935174,1192.366502245624
5,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/5.pdb,0.3530754314111588,1053.141591225181
6,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/6.pdb,0.35777605430851767,1052.7698238251544
7,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/7.pdb,0.3575384210131535,1058.0605219300955
8,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/8.pdb,0.35683480050810007,1016.7281486165964
9,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/9.pdb,0.3531295289593611,1047.9516623893073
10,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/10.pdb,0.3535269728800284,1029.0793250529457
11,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/11.pdb,0.34850539228541755,1042.150790785314
12,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/12.pdb,0.3553984167535914,1045.3263463251044
13,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/13.pdb,0.35456729312481333,1010.1056290464526
14,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/14.pdb,0.35852958992222134,1064.7108258906765
15,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/15.pdb,0.35576768366015593,756.9933097434962
16,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/16.pdb,0.35506286630823153,1085.6489072594864
17,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/17.pdb,0.3519090398796792,1022.1337501325609
18,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/18.pdb,0.3603501189616021,1044.333442501421
19,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/19.pdb,0.3552351867541046,1111.5418424745556
20,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/20.pdb,0.3579199138082802,1073.0005064315405
21,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/21.pdb,0.3585898052901344,1196.2947276255088
22,0,7mhf,1.0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1_ref/22.pdb,0.35012393364442507,1021.2588667896057
