,pdb,ff,xray_0,r_free_0,rmsd_avg_0,weight_0_0,weight_0_1,xray_1,r_free_1,rmsd_avg_1,weight_1_0,weight_1_1
0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/138_native_2_cif/5/output_62/pdbs/616.pdb,12033.322382046024,4.359059812362646,0.1635032636371703,0.1359718570102573,0.4523855379213533,0.5476144620786466,4.353354669812764,0.167969926055826,0.1378658154750911,0.4541607995540144,0.5458392004459857
1,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/138_native_2_cif/5/output_212/pdbs/561.pdb,8630.028715564833,4.347196695549568,0.1539220296186354,0.1353398338147678,0.3697198397265718,0.6302801602734284,4.331387850324488,0.1642341668219079,0.1363898940744454,0.3782677873162707,0.6217322126837292
2,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/138_native_2_cif/5/output_291/pdbs/489.pdb,8788.587401448796,4.166794526315483,0.123350468114427,0.1352302334718046,0.4457758511793322,0.5542241488206677,4.166571933355117,0.1326414866235432,0.1346672401138383,0.4446249724377003,0.5553750275622996
3,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/138_native_2_cif/5/output_70/pdbs/524.pdb,3776.394386978763,4.069148995549599,0.1166586896535804,0.1327816868808919,0.2931634904069455,0.7068365095930547,4.093187381455281,0.1254996605358601,0.1254452988392776,0.3116243342403993,0.6883756657596006
4,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/138_native_2_cif/5/output_273/pdbs/627.pdb,7366.483316515604,4.100279243426486,0.1151359669929959,0.1333653050449879,0.3860148925721544,0.6139851074278456,4.1217509012010485,0.1305120698577012,0.1380746066743236,0.3925315686368064,0.6074684313631936
5,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/138_native_2_cif/5/output_110/pdbs/391.pdb,5688.742894196011,4.160755649521463,0.1234896223684414,0.1343743275486795,0.6286228579468662,0.3713771420531337,4.160621490051969,0.1323106736960124,0.1330378720833677,0.6193044792824703,0.3806955207175297
6,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/138_native_2_cif/5/output_199/pdbs/335.pdb,8052.6454476731615,4.276843649707146,0.1394474971361655,0.1375342996672405,0.67163994679706,0.32836005320294,4.269045047860079,0.1547367194223687,0.1346971478279149,0.6637572798665681,0.336242720133432
7,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/138_native_2_cif/5/output_127/pdbs/546.pdb,4276.612639733196,4.011196582622021,0.1082854861577666,0.1302968886397786,0.2956224272145948,0.7043775727854051,4.003005701120441,0.1109990011637894,0.1231232671947213,0.3118151010616987,0.6881848989383014
8,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/138_native_2_cif/5/output_356/pdbs/413.pdb,6499.947240684113,4.320960148218137,0.1474513303510862,0.1539911566202603,0.3519076272899242,0.6480923727100757,4.323489101158994,0.1599014414556138,0.1502693496997537,0.3556159608525754,0.6443840391474245
9,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/138_native_2_cif/5/output_315/pdbs/316.pdb,9770.027765083389,4.191472811833047,0.1320844065570263,0.1383174800574936,0.4322558761070836,0.5677441238929165,4.195262276360643,0.1376738707425163,0.1422171236018484,0.4357797149669239,0.5642202850330761
