,decoy_file,pdb_0,id_0,pdb_1,id_1,pdb_2,id_2,pdb_3,id_3,w_0,w_1,w_2,w_3
0,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/0.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_2677/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_1882/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4736/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_1356/pdbs/1.pdb,0.0,0.3700578276458176,0.3321644972830869,0.18431049041512548,0.1134671846559699
1,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/1.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4249/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_633/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_3001/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_60/pdbs/1.pdb,0.0,0.2552136837742336,0.2021315128352584,0.39124978584730946,0.15140501754319854
2,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/2.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4676/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_994/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4704/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_23/pdbs/1.pdb,0.0,0.19273740407087991,0.23592165012073144,0.36724389144944924,0.2040970543589393
3,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/3.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_3510/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_1991/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_2908/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_1962/pdbs/1.pdb,0.0,0.1478286253151379,0.3964318445095292,0.3243447980192948,0.13139473215603822
4,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/4.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_1449/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4453/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_396/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4146/pdbs/1.pdb,0.0,0.2523627537821072,0.27262376457483306,0.22475349746860068,0.25025998417445905
5,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/5.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4509/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_2188/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_2235/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_1218/pdbs/1.pdb,0.0,0.1182504908927827,0.27826419110845646,0.34270160175270564,0.26078371624605523
6,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/6.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_2084/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4294/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4464/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_2539/pdbs/1.pdb,0.0,0.29182391870176844,0.06224181840512978,0.2683547204378125,0.37757954245528924
7,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/7.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4239/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_1150/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_3095/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_1736/pdbs/1.pdb,0.0,0.28337333030467843,0.3000078307458753,0.14805061613466902,0.2685682228147773
8,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/8.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_1399/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_970/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_3428/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_486/pdbs/1.pdb,0.0,0.15998189956633765,0.4944095308437931,0.3369848299408925,0.008623739648976784
9,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/53_100/rand_1000_4x/9.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4774/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_4441/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_3664/pdbs/1.pdb,0.0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/53_100/9520043/output_367/pdbs/1.pdb,0.0,0.27558774993526797,0.1527166415602705,0.3158478409158239,0.2558477675886375
