,pdb,ff,rmsd_avg_0,weight_0_0,weight_0_1,weight_1_0,weight_1_1,xray_0,r_free_0,xray_1,rmsd_avg_1,r_free_1
0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/0/output_988/pdbs/7.pdb,981.7954149402391,0.16670539192303374,0.5904924248917865,0.4095075751082134,0.6162075650707912,0.3837924349292088,5.7317925174651805,0.2215521244414476,5.733059198077828,0.16416006200498698,0.22951245650097535
1,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/6/output_571/pdbs/6.pdb,977.7151598059752,0.5811846933704137,0.2085185054967025,0.7914814945032974,0.2189815551901726,0.7810184448098274,6.321691945640266,0.41073970275529015,6.318697837077254,0.5784380716605128,0.42488437053343464
2,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/0/output_398/pdbs/5.pdb,1007.4192399459919,0.2183186630399188,0.7462563557659799,0.25374364423402,0.7695896161225537,0.2304103838774461,5.748484446741753,0.22478457036539456,5.727682133998922,0.20695078343148873,0.22356040900119442
3,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/2/output_646/pdbs/13.pdb,931.9908028537631,0.5503746374971511,0.1902361518183962,0.8097638481816037,0.1879350373333894,0.8120649626666105,6.324394173113483,0.4212567316832368,6.335706944053437,0.5538549917630268,0.4149850216467118
4,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/3/output_651/pdbs/2.pdb,1100.3994343950467,0.511905512612279,0.516907356285403,0.4830926437145971,0.4872678587851608,0.5127321412148391,6.175522642614747,0.4041011213404056,6.182046925416721,0.5114587717147976,0.4134949107292783
5,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/0/output_224/pdbs/1.pdb,1073.0264882558095,0.17779852571144122,0.7374133607655873,0.2625866392344127,0.6927937849779401,0.3072062150220599,5.465181202465202,0.16737110634850902,5.138240508783322,0.11553530975261352,0.11702819906436283
6,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/7/output_157/pdbs/8.pdb,978.3384725520036,0.5704527544702868,0.7253383391478285,0.2746616608521716,0.7883120422532925,0.2116879577467074,6.302424953387391,0.4233810948124677,6.326564044287334,0.5840170881922774,0.4268943523327012
7,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/2/output_654/pdbs/10.pdb,920.744918059608,0.4888608102399501,0.4964667948818893,0.5035332051181107,0.4680875967767267,0.5319124032232734,6.166123401608765,0.3964010068304364,6.179375270512773,0.4921219480329101,0.39530533439915183
8,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/1/output_701/pdbs/5.pdb,993.8298326572565,0.5321188994706082,0.34197783266938,0.6580221673306199,0.2200308790215707,0.7799691209784293,6.175302272173648,0.3956458422252007,6.311998273462391,0.562207407022599,0.430887903803047
9,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/0/output_357/pdbs/8.pdb,952.4108675814357,0.2063834274019582,0.3631538712834135,0.6368461287165865,0.3713361662083519,0.6286638337916481,5.83098600490187,0.24252302212086155,5.855551555940543,0.21982416979607314,0.26796719913815475
10,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/107_native_decoys/3/output_957/pdbs/3.pdb,1073.8860957488453,0.5946452878333721,0.8781456907403421,0.1218543092596579,0.8580696424247871,0.141930357575213,6.361894146575787,0.43705938767830105,6.35912033634438,0.5879560513008013,0.43431860697525376
