,ff,rmsd_0,rmsd_1,w_0_0,w_1_0,w_0_1,w_1_1,pdb
0,1094.1912052718408,0.2331362963236994,0.3552859309259903,0.4098692178088234,0.5901307821911765,0.2886013376726921,0.7113986623273079,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/0/output_24/pdbs/7.pdb
1,21516.40132186123,0.0601887108304459,0.1806939204414247,0.5263503015336591,0.4736496984663408,0.7007492424074226,0.2992507575925774,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/0/output_834/pdbs/1.pdb
2,1742.4588558054372,0.2405291233278419,0.2681585159386354,0.4208971678622153,0.5791028321377847,0.2150344457040909,0.7849655542959091,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_219/pdbs/6.pdb
3,2698.740328612992,0.2200443655921059,0.2038893314125877,0.8389019782542969,0.1610980217457031,0.6589225715808095,0.3410774284191905,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/1/output_180/pdbs/5.pdb
4,4359.68883448894,0.1637361956584461,0.3550558428786035,0.5676676427771452,0.4323323572228547,0.272125601329193,0.727874398670807,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/0/output_565/pdbs/4.pdb
5,21523.308516834662,0.2386271892415288,0.2423528597445959,0.3155594633267475,0.6844405366732524,0.3577122493311073,0.6422877506688928,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/0/output_150/pdbs/1.pdb
6,856.9128435195989,0.2446943562734453,0.6011140834106999,0.4426585190145563,0.5573414809854437,0.8037286357722118,0.1962713642277881,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/3/output_769/pdbs/8.pdb
7,1742.6238607141886,0.2035580716068378,0.1982932888798932,0.2999115595366316,0.7000884404633683,0.3550411105390398,0.6449588894609602,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_347/pdbs/6.pdb
8,12677.683592259673,0.1545058501866024,0.3007196257699687,0.5327494258833648,0.4672505741166351,0.917758500909512,0.0822414990904879,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_642/pdbs/2.pdb
9,1709.217426774136,0.2468349462518939,0.6368713202638921,0.4953690515626933,0.5046309484373066,0.077186301263015,0.922813698736985,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_344/pdbs/6.pdb
10,2591.382942023635,0.182222349852054,0.2470039948007406,0.4191938300375508,0.5808061699624493,0.1408341057274985,0.8591658942725015,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/3/output_857/pdbs/5.pdb
11,12572.051277476496,0.1153322775756194,0.2786646403862096,0.5367855741629068,0.4632144258370931,0.3660171406105896,0.6339828593894103,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/6/output_764/pdbs/2.pdb
12,21161.767049614125,0.164044430757555,0.3204035616035159,0.4392475221517894,0.5607524778482106,0.640610669209791,0.3593893307902089,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/4/output_280/pdbs/1.pdb
13,12184.298893593865,0.1616138023141498,0.3695094803766808,0.4652020781494478,0.5347979218505522,0.260170507479743,0.739829492520257,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/2/output_998/pdbs/2.pdb
14,1207.4174266387363,0.226028292050324,0.3239100573669482,0.2611344269393778,0.7388655730606221,0.1557477690895812,0.8442522309104188,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_771/pdbs/7.pdb
15,12706.894316996511,0.1384625508323021,0.5954400792627922,0.5526907337080994,0.4473092662919006,0.1207278832591253,0.8792721167408747,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_462/pdbs/2.pdb
16,12285.594726723364,0.1355893133865801,0.2913902325777687,0.3781024612520193,0.6218975387479806,0.1407862797603254,0.8592137202396746,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_772/pdbs/2.pdb
17,4376.310364318502,0.1676686535171967,0.5242101843367768,0.2579923242284834,0.7420076757715165,0.8440059441733996,0.1559940558266004,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_982/pdbs/4.pdb
18,4206.873024306538,0.1771548311021458,0.5477476463817728,0.4951903659828501,0.5048096340171498,0.0906870937686721,0.9093129062313278,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/2/output_12/pdbs/4.pdb
19,20612.163703800547,0.2379484999560981,0.8024929963036573,0.3665843149340793,0.6334156850659208,0.9183061235663724,0.0816938764336274,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/9/output_603/pdbs/1.pdb
20,1650.4306688107188,0.2356198643069267,0.2036725129152353,0.71981613790656,0.2801838620934401,0.5240826962294762,0.4759173037705237,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/6/output_508/pdbs/6.pdb
21,21612.254203464578,0.2081773469597909,0.0608521077385729,0.4622201209871047,0.5377798790128953,0.658843448391653,0.3411565516083471,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_442/pdbs/1.pdb
22,870.2292704726829,0.2424722583847197,0.4653941285094854,0.5647053359624935,0.4352946640375064,0.2618252530378176,0.7381747469621823,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_916/pdbs/8.pdb
23,12287.564891357544,0.1456514588980132,0.2724516310766448,0.2107153647487355,0.7892846352512644,0.6115273384562652,0.3884726615437348,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_957/pdbs/2.pdb
24,12344.908749182196,0.1237587332222775,0.1110288219676785,0.3038942754145939,0.6961057245854061,0.25047831618992,0.74952168381008,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/3/output_594/pdbs/2.pdb
25,4474.457311559654,0.2095385038562311,0.1691429100103404,0.8085891322072973,0.1914108677927026,0.6928145103202743,0.3071854896797257,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/1/output_620/pdbs/4.pdb
26,12154.886077650945,0.1314947569642428,0.3786586482623013,0.5014696560769416,0.4985303439230583,0.2518524229639142,0.7481475770360858,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/2/output_443/pdbs/2.pdb
27,885.8961037147112,0.2392306012889876,0.3526156785755895,0.3130856344750116,0.6869143655249884,0.6411087694873181,0.3588912305126819,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_278/pdbs/8.pdb
28,2722.6172985894577,0.1977774482525933,0.5935373637915681,0.5526907337080994,0.4473092662919006,0.1207278832591253,0.8792721167408747,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_462/pdbs/5.pdb
29,1716.9318811502474,0.1976346291754241,0.5409517017602334,0.601006670184114,0.398993329815886,0.1747150478000538,0.8252849521999462,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_528/pdbs/6.pdb
30,1139.416321862276,0.2204261631493219,0.2302083864037193,0.661583131131856,0.338416868868144,0.5031686490987394,0.4968313509012605,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/6/output_352/pdbs/7.pdb
