,ff,rmsd_0,rmsd_1,w_0_0,w_1_0,w_0_1,w_1_1,pdb,xray_0,r_free_0,xray_1,r_free_1
0,1094.1912052718408,0.7828983130561248,0.8321868262653448,0.4098692178088234,0.5901307821911765,0.2886013376726921,0.7113986623273079,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/0/output_24/pdbs/7.pdb,6.305789611373489,0.4586478038963699,6.342775653222331,0.4812453754445287
1,21516.40132186123,0.7809803672577447,0.7899237380661285,0.5263503015336591,0.4736496984663408,0.7007492424074226,0.2992507575925774,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/0/output_834/pdbs/1.pdb,6.287556464131363,0.4655486119630793,6.3189044864900925,0.48756611358709
2,1742.4588558054372,0.79948485057223,0.8368927834444673,0.4208971678622153,0.5791028321377847,0.2150344457040909,0.7849655542959091,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_219/pdbs/6.pdb,6.301570336724052,0.4643112325247184,6.360048437030369,0.4942036208268008
3,2698.740328612992,0.855006808484192,0.8227686046740738,0.8389019782542969,0.1610980217457031,0.6589225715808095,0.3410774284191905,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/1/output_180/pdbs/5.pdb,6.387437339257318,0.4769424043302559,6.324408496327444,0.4919355093062734
4,4359.68883448894,0.7679051056764743,0.856894628494702,0.5676676427771452,0.4323323572228547,0.272125601329193,0.727874398670807,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/0/output_565/pdbs/4.pdb,6.293120710878709,0.46184557587823427,6.34578009364831,0.4819119574334521
5,21523.308516834662,0.8450764907354772,0.8308595765336148,0.3155594633267475,0.6844405366732524,0.3577122493311073,0.6422877506688928,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/0/output_150/pdbs/1.pdb,6.324247236507931,0.4729888920213408,6.314979750174304,0.48003674592430085
6,856.9128435195989,0.807893294876733,0.8897944405145792,0.4426585190145563,0.5573414809854437,0.8037286357722118,0.1962713642277881,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/3/output_769/pdbs/8.pdb,6.304063215266754,0.45641953266735613,6.372769071373323,0.490869667737614
7,1742.6238607141886,0.8132072813691829,0.8072279520651553,0.2999115595366316,0.7000884404633683,0.3550411105390398,0.6449588894609602,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_347/pdbs/6.pdb,6.326541566917987,0.469368272036202,6.316074716648122,0.48495419957159547
8,12677.683592259673,0.15453967060360263,0.30069983992677957,0.5327494258833648,0.4672505741166351,0.917758500909512,0.0822414990904879,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_642/pdbs/2.pdb,5.243007603501806,0.1415738404580327,5.713126122827523,0.21288734255993286
9,1709.217426774136,0.2468354667519968,0.6368546467122705,0.4953690515626933,0.5046309484373066,0.077186301263015,0.922813698736985,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_344/pdbs/6.pdb,5.748108857122648,0.24782673719575365,6.307973233418313,0.4131010241562356
10,2591.382942023635,0.8193063251576079,0.8949888046279159,0.4191938300375508,0.5808061699624493,0.1408341057274985,0.8591658942725015,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/3/output_857/pdbs/5.pdb,6.302226122762446,0.4551201127695871,6.389817996756593,0.4910199056415196
11,12572.051277476496,0.8057931445367443,0.8157278040519302,0.5367855741629068,0.4632144258370931,0.3660171406105896,0.6339828593894103,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/6/output_764/pdbs/2.pdb,6.285229430711771,0.47142697907467096,6.305762930001848,0.4774125889216316
12,21161.767049614125,0.8276230071621475,0.8266228889966499,0.4392475221517894,0.5607524778482106,0.640610669209791,0.3593893307902089,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/4/output_280/pdbs/1.pdb,6.300943620419996,0.4762782487079448,6.316694671943778,0.4726575344361224
13,12184.298893593865,0.8042238640869718,0.8490881510613055,0.4652020781494478,0.5347979218505522,0.260170507479743,0.739829492520257,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/2/output_998/pdbs/2.pdb,6.278027459685598,0.4663496841705995,6.324997423259732,0.48149654728204827
14,1207.4174266387363,0.8153327507802449,0.8500864041276534,0.2611344269393778,0.7388655730606221,0.1557477690895812,0.8442522309104188,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_771/pdbs/7.pdb,6.338674643859009,0.47052858379354046,6.385608032895156,0.49762769129888734
15,12706.894316996511,0.13845099632857896,0.5954464527437155,0.5526907337080994,0.4473092662919006,0.1207278832591253,0.8792721167408747,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_462/pdbs/2.pdb,5.163813687775342,0.13014496032275422,6.243686842600582,0.39107010298048206
16,12285.594726723364,0.8242300436952876,0.8894001137293042,0.3781024612520193,0.6218975387479806,0.1407862797603254,0.8592137202396746,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_772/pdbs/2.pdb,6.303894153718768,0.4705321302146761,6.393955452021544,0.5056742124500875
17,4376.310364318502,0.8357421915467697,0.9277178688950234,0.2579923242284834,0.7420076757715165,0.8440059441733996,0.1559940558266004,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_982/pdbs/4.pdb,6.339507991545979,0.4726309849591874,6.388469289388824,0.48574506160362785
18,4206.873024306538,0.7932523439065552,0.907430677679357,0.4951903659828501,0.5048096340171498,0.0906870937686721,0.9093129062313278,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/2/output_12/pdbs/4.pdb,6.280411842065337,0.46566176636504786,6.402482888638326,0.4867971359850691
19,20612.163703800547,0.8471948689548828,0.9645638304327931,0.3665843149340793,0.6334156850659208,0.9183061235663724,0.0816938764336274,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/9/output_603/pdbs/1.pdb,6.299396419973356,0.47872143572007325,6.433796476920756,0.4974265476428312
20,1650.4306688107188,0.8347132718586123,0.7932027765868142,0.71981613790656,0.2801838620934401,0.5240826962294762,0.4759173037705237,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/6/output_508/pdbs/6.pdb,6.328486209149314,0.4748348248189981,6.293769106994672,0.4700926831356799
21,21612.254203464578,0.20815757371626623,0.060853955422473474,0.4622201209871047,0.5377798790128953,0.658843448391653,0.3411565516083471,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_442/pdbs/1.pdb,5.439041740824728,0.17717803968918594,4.562010845462019,0.06769312830809274
22,870.2292704726829,0.24248294381952631,0.4654107975960546,0.5647053359624935,0.4352946640375064,0.2618252530378176,0.7381747469621823,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_916/pdbs/8.pdb,5.807311611833441,0.26322793212773327,6.1449123299397765,0.36058697950705
23,12287.564891357544,0.8608679399621956,0.8465443990739835,0.2107153647487355,0.7892846352512644,0.6115273384562652,0.3884726615437348,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_957/pdbs/2.pdb,6.358011777013558,0.47899515759307615,6.304859679925859,0.48070027735188486
24,12344.908749182196,0.850172317616998,0.8685068060921981,0.3038942754145939,0.6961057245854061,0.25047831618992,0.74952168381008,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/3/output_594/pdbs/2.pdb,6.324288391532252,0.4637799995680827,6.344181549380795,0.4931501917670825
25,4474.457311559654,0.8514118012223897,0.8308651896377861,0.8085891322072973,0.1914108677927026,0.6928145103202743,0.3071854896797257,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/1/output_620/pdbs/4.pdb,6.373584757159449,0.47675350024725466,6.333084983810674,0.4940644963828002
26,12154.886077650945,0.8038548427322523,0.8518919639188927,0.5014696560769416,0.4985303439230583,0.2518524229639142,0.7481475770360858,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/2/output_443/pdbs/2.pdb,6.277970272870865,0.4664049095533609,6.3281643724705265,0.4817964178926168
27,885.8961037147112,0.798479260738756,0.819717460971903,0.3130856344750116,0.6869143655249884,0.6411087694873181,0.3588912305126819,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/7/output_278/pdbs/8.pdb,6.32349128721815,0.4672780135254187,6.318652973556117,0.4787376387390364
28,2722.6172985894577,0.1977905666437365,0.5935529944400726,0.5526907337080994,0.4473092662919006,0.1207278832591253,0.8792721167408747,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_462/pdbs/5.pdb,5.595260237072359,0.2077004866665999,6.258313722138182,0.39594863943919073
29,1716.9318811502474,0.1976658971041987,0.5409430394733727,0.601006670184114,0.398993329815886,0.1747150478000538,0.8252849521999462,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/8/output_528/pdbs/6.pdb,5.656058868442616,0.2204280336351662,6.210124929771286,0.3801081298625513
30,1139.416321862276,0.8095562610590792,0.786627204201818,0.661583131131856,0.338416868868144,0.5031686490987394,0.4968313509012605,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/6/output_352/pdbs/7.pdb,6.310723393930429,0.4728836082056928,6.29352017879914,0.4681452217202904
31,11878.394659995423,0.8462592263512111,0.9482253955784172,0.3326735668718917,0.6673264331281084,0.8941385100789375,0.1058614899210625,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/9/output_597/pdbs/2.pdb,6.308653675433986,0.47673123091128966,6.418374864664826,0.4930320958974313
32,21140.91705301587,0.8861753492972573,0.8310582929031818,0.2443039023471403,0.7556960976528597,0.6737893371597465,0.3262106628402534,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/121_native_decoys/4/output_927/pdbs/1.pdb,6.349939224399364,0.48352654930480793,6.324552787656109,0.4730943021948181
