,min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_avg_0,xray_0_min_0_pdb
0,1.8710285860399745,0.0823508208154909,0.0555993715752885,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/115_2_state/0/output_489/pdbs/499.pdb
1,1.2109213735572553,0.0489463808334838,0.2077953916992157,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/115_2_state/1/output_352/pdbs/654.pdb
2,1.6686274980715283,0.0919652391239341,0.0567117366664579,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/115_2_state/2/output_6/pdbs/384.pdb
3,2.0938886627462274,0.1366401186823849,0.294291603507003,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/115_2_state/3/output_331/pdbs/563.pdb
4,2.0904781106508863,0.1341225417672185,0.5050207613043065,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/115_2_state/4/output_279/pdbs/686.pdb
5,2.604025613928947,0.2651664999698768,0.4269836550382473,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/115_2_state/5/output_258/pdbs/699.pdb
6,2.1713894594910528,0.1377563636017158,0.2040456635393977,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/115_2_state/6/output_245/pdbs/500.pdb
7,2.2786102557311185,0.1527492486538622,0.33803395494099,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/115_2_state/7/output_426/pdbs/298.pdb
8,2.5151448346098224,0.2528003388833048,0.4107174614242289,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/115_2_state/8/output_126/pdbs/577.pdb
9,2.1523740682032098,0.1115571317523086,0.3332634229014113,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/115_2_state/9/output_252/pdbs/659.pdb
