,pdb,ff,rmsd_avg_0,weight_0_0,weight_0_1,weight_1_0,weight_1_1
0,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_564/pdbs/2.pdb,29211.831262874533,0.1687881404603338,0.8340947433585096,0.1659052566414904,0.7917970157891047,0.2082029842108953
1,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_1399/pdbs/4.pdb,39823.55206695385,0.248621205876454,0.8221336788204211,0.1778663211795788,0.8033305804831672,0.19666941951683276
2,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_4408/pdbs/1.pdb,21952.191788243363,0.1085240043497387,0.7911825605804339,0.2088174394195661,0.8136181429166018,0.18638185708339816
3,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_988/pdbs/2.pdb,29920.28002364065,0.1689859127716317,0.4434014334458208,0.5565985665541792,0.4889798061368677,0.5110201938631324
4,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_4320/pdbs/4.pdb,40828.95968045168,0.2488152113260537,0.3297284211748446,0.6702715788251553,0.33785284194814313,0.6621471580518569
5,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_2472/pdbs/3.pdb,34131.88248309865,0.2159689731289537,0.5734028710592028,0.426597128940797,0.561015369566099,0.43898463043390096
6,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_3956/pdbs/1.pdb,21671.832791545163,0.1058980512746424,0.4776007302687943,0.5223992697312058,0.5149876199470174,0.4850123800529827
7,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_1425/pdbs/2.pdb,29386.101923211834,0.1638494512471588,0.4984839603380262,0.5015160396619738,0.5628935424158519,0.4371064575841481
8,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_1343/pdbs/2.pdb,28946.65864834544,0.1639764116826592,0.4733563068702454,0.5266436931297546,0.47846465570839086,0.5215353442916092
9,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_2658/pdbs/3.pdb,35163.45492397535,0.2089456730007232,0.2787122856949315,0.7212877143050684,0.28836940528031446,0.7116305947196856
10,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/54_7mhf_decoys_100/4545474/output_4279/pdbs/4.pdb,39424.17825441333,0.240843180124553,0.4630415927376324,0.5369584072623675,0.5103987591055652,0.48960124089443485
