,pdb,ff,xray_0,r_free_0,rmsd_avg_0,weight_0_0,weight_0_1
0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_208/pdbs/963.pdb,1395.383285338905,4.395179694240363,0.1154035917997803,0.0826153608113355,0.5827812413731769,0.417218758626823
1,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_579/pdbs/1328.pdb,1088.8880550642084,4.184809357827971,0.0842257206346386,0.0645220103317562,0.4862256098139036,0.5137743901860964
2,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_235/pdbs/463.pdb,1382.249474388603,4.321789142242968,0.1163921120211833,0.0810361083250225,0.5614288448216181,0.4385711551783818
3,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_867/pdbs/750.pdb,1242.673788629082,4.305398246331605,0.0942190703416946,0.0629503556319128,0.5555944443057815,0.4444055556942185
4,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_926/pdbs/616.pdb,1487.1435071222206,4.464538980931563,0.1330963894927781,0.091798283374362,0.4066817052516482,0.5933182947483518
5,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_191/pdbs/463.pdb,1298.102111743827,4.285944445072393,0.1095320259616186,0.0618418288548828,0.4989230814232699,0.50107691857673
6,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_141/pdbs/725.pdb,1332.244346240529,4.30772649814676,0.1118932510217908,0.0760532705224704,0.4846127727878712,0.5153872272121289
7,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_466/pdbs/1017.pdb,1149.2775751104027,4.18749112203406,0.0926874001730628,0.0638758716196522,0.4707744195995172,0.5292255804004827
8,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_549/pdbs/1115.pdb,1461.5572755825615,4.234882259498258,0.093044551351046,0.0746732370599157,0.5508079785068573,0.4491920214931427
9,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_543/pdbs/966.pdb,1525.0003875301754,4.35556272640514,0.1129623853474399,0.0876367527798655,0.5511858389862254,0.4488141610137744
10,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_778/pdbs/633.pdb,1440.0840894595754,4.3316880806600535,0.1027324830446248,0.0776754147665101,0.5184433338795261,0.4815566661204739
11,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_34/pdbs/757.pdb,1363.0714644237603,4.281408028812893,0.1064957661250705,0.0759713592029435,0.5449269980401531,0.4550730019598469
12,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_503/pdbs/991.pdb,1067.837481187569,4.226810996353057,0.1046453445707257,0.0641174525297809,0.4881305635766816,0.5118694364233183
13,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_990/pdbs/727.pdb,1294.554612908031,4.269755418265389,0.1011503234818783,0.067935326934859,0.4852425911995269,0.5147574088004732
14,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_663/pdbs/890.pdb,1070.3857917101718,4.26221567173593,0.0957509029778682,0.0634008189408494,0.4647889341769859,0.535211065823014
15,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_654/pdbs/1096.pdb,1392.3258877288672,4.283070123955242,0.1041271735821511,0.0680313261672092,0.5177616521954288,0.4822383478045713
16,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_47/pdbs/779.pdb,1228.633238520186,4.283730638931658,0.1100901265727588,0.0628226426377277,0.4889510651107592,0.5110489348892407
17,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_194/pdbs/681.pdb,1570.772984491669,4.358886811984397,0.1085610046158399,0.0829115065503886,0.4422740650081646,0.5577259349918354
18,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_624/pdbs/982.pdb,1376.43530878681,4.298968855025762,0.1004447160629063,0.07338232846438,0.5246609650392213,0.4753390349607787
19,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_980/pdbs/1072.pdb,1089.701488503185,4.190158398108678,0.0962629960316594,0.0608691769431139,0.5094148519912343,0.4905851480087658
20,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_557/pdbs/1175.pdb,1109.5769757236965,4.1931055345714885,0.0907684532138468,0.0616952841830846,0.5034697317486322,0.4965302682513678
21,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_777/pdbs/662.pdb,1286.2793125682308,4.211393905618046,0.0941119826870831,0.0934909228066515,0.5677996083130349,0.432200391686965
22,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_89/pdbs/710.pdb,1091.4226449381808,4.278422852539445,0.0975003460112085,0.0655868865805179,0.5248226844660473,0.4751773155339526
23,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_75/pdbs/1121.pdb,1061.9043831664717,4.1930704523279205,0.0923512764856086,0.0665911509804187,0.524820888824034,0.4751791111759658
24,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_78/pdbs/549.pdb,1091.1837835733968,4.166876800697684,0.0908418373792769,0.0682625490749988,0.5093065552168992,0.4906934447831009
25,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_482/pdbs/639.pdb,1079.3298901478568,4.200749262270088,0.0878268095122663,0.063831893997747,0.4832464855768126,0.5167535144231874
26,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_5/pdbs/755.pdb,1289.3594974252453,4.306582935024007,0.1055587759431259,0.0700850252577145,0.505890418234314,0.494109581765686
27,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_924/pdbs/1206.pdb,1385.058675534865,4.305795640985596,0.1045597514713787,0.0751698452818842,0.5195986829884613,0.4804013170115386
28,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_280/pdbs/980.pdb,1143.4253899237049,4.462066186436648,0.1108065176445277,0.063294153004823,0.5028751862178531,0.4971248137821469
29,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_698/pdbs/768.pdb,1265.573640543594,4.307966059175285,0.1101454056195802,0.0697063324773538,0.4951692816500852,0.5048307183499148
30,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_873/pdbs/693.pdb,1550.7644584722943,4.340028223026007,0.1113143646798492,0.0754249785561518,0.4374278944439246,0.5625721055560753
31,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_820/pdbs/307.pdb,1490.5656708509866,4.293914738352406,0.1032809105786156,0.0713532989749088,0.4585386672386695,0.5414613327613305
32,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_786/pdbs/568.pdb,1214.3988445446112,4.255156112978318,0.1024260344448286,0.0673769552089619,0.5373062232044484,0.4626937767955516
33,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_518/pdbs/817.pdb,1151.3277926853957,4.2428818722357775,0.0975972203799817,0.0740795551561047,0.4681118219297833,0.5318881780702166
34,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_475/pdbs/915.pdb,1124.5565960973718,4.175319468218462,0.0902642119614588,0.0657843900838313,0.4771507103032779,0.5228492896967222
35,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_316/pdbs/906.pdb,1383.510099623488,4.279355250932077,0.1033303242412466,0.070806960667798,0.502398166710778,0.4976018332892219
36,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_397/pdbs/1259.pdb,1449.7361033622874,4.375209659665033,0.1128264861133539,0.0801575207955299,0.5381314893841966,0.4618685106158033
37,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_628/pdbs/845.pdb,1091.4819929053194,4.176422433368127,0.0942020860641765,0.0634443262976107,0.5348193387576626,0.4651806612423374
38,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/152_native_1_cif/6/output_628/pdbs/1160.pdb,1137.9979631149022,4.178596611203795,0.0859013248238575,0.0599878671572064,0.5302681411746554,0.4697318588253447
