,min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_avg_0,xray_0_min_0_pdb
0,4.8835697237365325,0.1089616389565491,0.0813938983529999,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/111_natives_control/0/output_672/pdbs/621.pdb
1,4.720245654235989,0.0825082806715671,0.0746406065936558,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/111_natives_control/1/output_844/pdbs/278.pdb
2,4.926331782241203,0.1117324558500543,0.0874809785211044,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/111_natives_control/2/output_781/pdbs/873.pdb
3,4.929503258211678,0.1109705883929488,0.0840052780808371,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/111_natives_control/3/output_648/pdbs/529.pdb
4,4.906252898744891,0.1061663875910973,0.0852304952194684,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/111_natives_control/4/output_658/pdbs/795.pdb
5,4.760812644033155,0.0870065116180714,0.0813994218557863,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/111_natives_control/5/output_38/pdbs/73.pdb
6,4.945012504987781,0.1145992452816424,0.0922653199996936,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/111_natives_control/6/output_913/pdbs/575.pdb
7,4.835463956808138,0.0979990698430243,0.0811717333994892,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/111_natives_control/7/output_858/pdbs/567.pdb
8,4.922717573285349,0.1082812556643852,0.0867361863652878,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/111_natives_control/8/output_289/pdbs/536.pdb
9,4.82478220863154,0.0942794113001742,0.0789901209384961,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/111_natives_control/9/output_250/pdbs/272.pdb
