,pdb,xray_0,r_free_0,rmsd_avg_0,weight_0_0,weight_0_1,weight_0_2,weight_0_3,xray_1,r_free_1,rmsd_avg_1,weight_1_0,weight_1_1,weight_1_2,weight_1_3
0,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_721/pdbs/427.pdb,2.3886132851117075,0.220907899983752,0.3264056862163147,0.1811385565360237,0.349659587167237,0.2245900691778828,0.2446117871188563,2.264344643661769,0.1771941932711098,0.1521890374072008,0.2286762798395016,0.2917896015771134,0.2539247494405343,0.2256093691428505
1,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_304/pdbs/348.pdb,2.3736326574699382,0.2296820718900326,0.3257885521387551,0.2757585740635966,0.3386846028359628,0.1989497211372662,0.1866071019631744,2.220043987293742,0.170320032605387,0.1557481388330302,0.3081177768678095,0.2380937859515262,0.227903205218045,0.2258852319626191
2,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_563/pdbs/26.pdb,2.907076387266304,0.3545909350682319,0.3108779884895924,0.2803378043118735,0.2941940924244322,0.2031502040404432,0.2223178992232509,2.846781392373697,0.3421207613518993,0.1405054860844615,0.2665708219196716,0.3014245804715723,0.1894039600073315,0.2426006376014247
3,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_556/pdbs/542.pdb,2.318331804419635,0.2037908929979191,0.314336679366651,0.295669056829892,0.2603599305136863,0.2184407259925213,0.2255302866639003,2.216820798567487,0.1686436652249572,0.1436232058923855,0.2049029435564281,0.2628950540537312,0.2947801760617048,0.2374218263281359
4,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_886/pdbs/373.pdb,2.4230677045619147,0.2336262917888285,0.3051995957131982,0.2583106567317842,0.2531666152143266,0.2476767758567162,0.2408459521971728,2.3312155968117985,0.1929486965823914,0.1312343267007616,0.2073964420133507,0.23887490075017,0.2985588011571254,0.2551698560793537
5,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_836/pdbs/569.pdb,2.3763545661300163,0.2272271997177064,0.3045171614211908,0.2883987358114771,0.2485553605388173,0.2440928524583388,0.2189530511913666,2.2743558940147857,0.1733754575212458,0.1306986432187145,0.2507154215547043,0.2910341983663054,0.191781581592862,0.2664687984861282
6,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_624/pdbs/188.pdb,2.409588101134116,0.2416484609967312,0.3192878074970245,0.2836088940635454,0.2760807333402083,0.2601153216603734,0.1801950509358728,2.327258198578144,0.1923943999832476,0.1462921099479252,0.2741029593891136,0.227968353814517,0.2648297418779242,0.2330989449184451
7,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_712/pdbs/78.pdb,2.8793779071622763,0.3578836319530039,0.3215278101382955,0.2554851441847253,0.2446681688971599,0.2492957666155371,0.2505509203025777,2.8212963969737075,0.3346085700535694,0.1486227451535802,0.2189589038203814,0.2463641389752922,0.2561706655311563,0.2785062916731699
8,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_66/pdbs/431.pdb,2.36273497546909,0.2191949808417992,0.321775639020611,0.3059500378397567,0.2092262459181768,0.2332276130443071,0.2515961031977593,2.251523232450276,0.1862789993742456,0.144322915330127,0.2116033647398294,0.2486754525430748,0.2710669856180712,0.2686541970990246
9,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_33/pdbs/586.pdb,2.363998883291183,0.216380692679142,0.3143233761462976,0.2508171207823834,0.2360631906786229,0.2275945691468599,0.2855251193921337,2.263830179494138,0.1748233820785148,0.1575139718715654,0.2657491189187785,0.2601476960715337,0.2468566782257284,0.2272465067839593
